STOCK_EXCHANGE,STOCK_SYMBOL,INTERVEL ,NO OF  DAYS,STOCK NAME
NSE,PFC,86400,4000,Power Finance Corporation Limited
NSE,FSL,86400,4000,Firstsource Solutions Limited
NSE,TTL,86400,4000,T T Limited
NSE,REDINGTON,86400,4000,Redington (India) Limited
NSE,PGIL,86400,4000,Pearl Global Industries Limited
NSE,ORIENTBELL,86400,4000,Orient Bell Limited
NSE,AICHAMP,86400,4000,AI Champdany Industries Limited
NSE,TVSSRICHAK,86400,4000,TVS Srichakra Limited
NSE,ANGIND,86400,4000,ANG Industries Limited
NSE,TIIL,86400,4000,Technocraft Industries (India) Limited
NSE,POCHIRAJU,86400,4000,Pochiraju Industries Limited
NSE,TV18BRDCST,86400,4000,TV18 Broadcast Limited
NSE,HUBTOWN,86400,4000,Hubtown Limited
NSE,CTE,86400,4000,Cambridge Technology Enterprises Limited
NSE,LAKSHMIEFL,86400,4000,Lakshmi Energy and Foods Limited
NSE,TIMKEN,86400,4000,Timken India Limited
NSE,IZMO,86400,4000,IZMO Limited
NSE,MINDAIND,86400,4000,Minda Industries Limited
NSE,NETWORK18,86400,4000,Network18 Media & Investments Limited
NSE,PITTILAM,86400,4000,Pitti Laminations Limited
NSE,GANDHITUBE,86400,4000,Gandhi Special Tubes Limited
NSE,AUTOIND,86400,4000,Autoline Industries Limited
NSE,SAGCEM,86400,4000,Sagar Cements Limited
NSE,SIYSIL,86400,4000,Siyaram Silk Mills Limited
NSE,BILPOWER,86400,4000,Bilpower  Limited
NSE,IGPL,86400,4000,IG Petrochemicals Limited
NSE,WANBURY,86400,4000,Wanbury Limited
NSE,PTL,86400,4000,PTL Enterprises Limited
NSE,SANGHVIMOV,86400,4000,Sanghvi Movers Limited
NSE,SARLAPOLY,86400,4000,Sarla Performance Fibers Limited
NSE,GEMINI,86400,4000,Gemini Communication Limited
NSE,LUMAXTECH,86400,4000,Lumax Auto Technologies Limited
NSE,TIDEWATER,86400,4000,Tide Water Oil Company (India) Limited
NSE,ZEEMEDIA,86400,4000,Zee Media Corporation Limited
NSE,SITINET,86400,4000,Siti Networks Limited
NSE,AVTNPL,86400,4000,AVT Natural Products Limited
NSE,TANLA,86400,4000,Tanla Solutions Limited
NSE,HBLPOWER,86400,4000,HBL Power Systems Limited
NSE,RAJRAYON,86400,4000,Raj Rayon Industries Limited
NSE,PARACABLES,86400,4000,Paramount Communications Limited
NSE,PANORAMUNI,86400,4000,Panoramic Universal Limited
NSE,KESARENT,86400,4000,Kesar Enterprises Limited
NSE,PRAENG,86400,4000,Prajay Engineers Syndicate Limited
NSE,VISUINTL,86400,4000,Visu International Limited
NSE,ESSDEE,86400,4000,Ess Dee Aluminium Limited
NSE,NFL,86400,4000,National Fertilizers Limited
NSE,PLASTIBLEN,86400,4000,Plastiblends India Limited
NSE,SURANAIND,86400,4000,Surana Industries Limited
NSE,XLENERGY,86400,4000,XL Energy Limited
NSE,SATHAISPAT,86400,4000,Sathavahana Ispat Limited
NSE,CREST,86400,4000,Crest Ventures Limited
NSE,ARIHANT,86400,4000,Arihant Foundations & Housing Limited
NSE,HIRECT,86400,4000,Hind Rectifiers Limited
NSE,JINDRILL,86400,4000,Jindal Drilling And Industries Limited
NSE,BANCOINDIA,86400,4000,Banco Products (I) Limited
NSE,GTOFFSHORE,86400,4000,GOL Offshore Limited
NSE,SOBHA,86400,4000,Sobha Limited
NSE,DONEAR,86400,4000,Donear Industries Limited
NSE,RUCHIRA,86400,4000,Ruchira Papers Limited
NSE,VENUSREM,86400,4000,Venus Remedies Limited
NSE,SPENTEX,86400,4000,Spentex Industries Limited
NSE,MMFL,86400,4000,MM Forgings Limited
NSE,NICCO,86400,4000,Nicco Corporation Limited
NSE,DAAWAT,86400,4000,LT Foods Limited
NSE,SUTLEJTEX,86400,4000,Sutlej Textiles and Industries Limited
NSE,MANALIPETC,86400,4000,Manali Petrochemicals Limited
NSE,PARSVNATH,86400,4000,Parsvnath Developers Limited
NSE,TORNTPOWER,86400,4000,Torrent Power Limited
NSE,LITL,86400,4000,Lanco Infratech Limited
NSE,GESHIP,86400,4000,The Great Eastern Shipping Company Limited
NSE,HINDZINC,86400,4000,Hindustan Zinc Limited
NSE,SHIVAMAUTO,86400,4000,Shivam Autotech Limited
NSE,BBL,86400,4000,Bharat Bijlee Limited
NSE,NAUKRI,86400,4000,Info Edge (India) Limited
NSE,AARVEEDEN,86400,4000,Aarvee Denims & Exports Limited
NSE,GTLINFRA,86400,4000,GTL Infrastructure Limited
NSE,SHYAMTEL,86400,4000,Shyam Telecom Limited
NSE,AFL,86400,4000,Accel Frontline Limited
NSE,DCBBANK,86400,4000,DCB Bank Limited
NSE,GLOBALVECT,86400,4000,Global Vectra Helicorp Limited
NSE,JHS,86400,4000,JHS Svendgaard Laboratories Limited
NSE,HANUNG,86400,4000,Hanung Toys and Textiles Limited
NSE,FIEMIND,86400,4000,Fiem Industries Limited
NSE,INFOMEDIA,86400,4000,Infomedia Press Limited
NSE,JMFINANCIL,86400,4000,JM Financial Limited
NSE,GATI,86400,4000,GATI Limited
NSE,ANSALHSG,86400,4000,Ansal Housing and Construction Limited
NSE,DOLPHINOFF,86400,4000,Dolphin Offshore Enterprises (India) Limited
NSE,MBECL,86400,4000,Mcnally Bharat Engineering Company Limited
NSE,KSERASERA,86400,4000,KSS Limited
NSE,MADHUCON,86400,4000,Madhucon Projects Limited
NSE,GEECEE,86400,4000,GeeCee Ventures Limited
NSE,ASSAMCO,86400,4000,Assam Company India Limited
NSE,ELECON,86400,4000,Elecon Engineering Company Limited
NSE,TALBROAUTO,86400,4000,Talbros Automotive Components Limited
NSE,ALICON,86400,4000,Alicon Castalloy Limited
NSE,ICSA,86400,4000,ICSA (India) Limited
NSE,ANANTRAJ,86400,4000,Anant Raj Limited
NSE,BINANIIND,86400,4000,Binani Industries Limited
NSE,HOVS,86400,4000,HOV Services Limited
NSE,HINDUJAFO,86400,4000,Hinduja Foundries Limited
NSE,LAKPRE,86400,4000,Lakshmi Precision Screws Limited
NSE,SELAN,86400,4000,Selan Exploration Technology Limited
NSE,ACE,86400,4000,Action Construction Equipment Limited
NSE,ATLANTA,86400,4000,Atlanta  Limited
NSE,RAMANEWS,86400,4000,Shree Rama Newsprint Limited
NSE,VOLTAMP,86400,4000,Voltamp Transformers Limited
NSE,MANUGRAPH,86400,4000,Manugraph India Limited
NSE,DYNAMATECH,86400,4000,Dynamatic Technologies Limited
NSE,GRINDWELL,86400,4000,Grindwell Norton Limited
NSE,ATNINTER,86400,4000,ATN International Limited
NSE,TECHM,86400,4000,Tech Mahindra Limited
NSE,GMRINFRA,86400,4000,GMR Infrastructure Limited
NSE,WENDT,86400,4000,Wendt (India) Limited
NSE,EMAMILTD,86400,4000,Emami Limited
NSE,MUNJALAU,86400,4000,Munjal Auto Industries Limited
NSE,ALLCARGO,86400,4000,Allcargo Logistics Limited
NSE,PFOCUS,86400,4000,Prime Focus Limited
NSE,JKLAKSHMI,86400,4000,JK Lakshmi Cement Limited
NSE,UNITY,86400,4000,Unity Infraprojects Limited
NSE,GTNTEX,86400,4000,GTN Textiles Limited
NSE,CHEMFALKAL,86400,4000,Chemfab Alkalis Limited
NSE,PIONEEREMB,86400,4000,Pioneer Embroideries Limited
NSE,KAMDHENU,86400,4000,Kamdhenu Limited
NSE,SWELECTES,86400,4000,Swelect Energy Systems Limited
NSE,RATNAMANI,86400,4000,Ratnamani Metals & Tubes Limited
NSE,BALPHARMA,86400,4000,Bal Pharma Limited
NSE,LOKESHMACH,86400,4000,Lokesh Machines Limited
NSE,EMKAY,86400,4000,Emkay Global Financial Services Limited
NSE,RSYSTEMS,86400,4000,R Systems International Limited
NSE,GPIL,86400,4000,Godawari Power And Ispat limited
NSE,SUNTV,86400,4000,Sun TV Network Limited
NSE,ZICOM,86400,4000,Zicom Electronic Security Systems Limited
NSE,ROHITFERRO,86400,4000,Rohit Ferro-Tech Limited
NSE,KKCL,86400,4000,Kewal Kiran Clothing Limited
NSE,SGL,86400,4000,STL Global Limited
NSE,UTTAMSUGAR,86400,4000,Uttam Sugar Mills Limited
NSE,GANGOTRI,86400,4000,Gangotri Textiles Limited
NSE,ADHUNIK,86400,4000,Adhunik Metaliks Limited
NSE,MALUPAPER,86400,4000,Malu Paper Mills Limited
NSE,GALLANTT,86400,4000,Gallantt Metal Limited
NSE,VAKRANGEE,86400,4000,Vakrangee Limited
NSE,SOLARINDS,86400,4000,Solar Industries India Limited
NSE,SANWARIA,86400,4000,Sanwaria Agro Oils Limited
NSE,CENTURYPLY,86400,4000,Century Plyboards (India) Limited
NSE,KEI,86400,4000,KEI Industries Limited
NSE,NITCO,86400,4000,Nitco Limited
NSE,VISASTEEL,86400,4000,Visa Steel Limited
NSE,M&MFIN,86400,4000,Mahindra & Mahindra Financial Services Limited
NSE,BLKASHYAP,86400,4000,B. L. Kashyap and Sons Limited
NSE,PRATIBHA,86400,4000,Pratibha Industries Limited
NSE,INDOTECH,86400,4000,Indo Tech Transformers Limited
NSE,JKCEMENT,86400,4000,JK Cement Limited
NSE,KEC,86400,4000,KEC International Limited
NSE,GITANJALI,86400,4000,Gitanjali Gems Limited
NSE,SAKUMA,86400,4000,Sakuma Exports Limited
NSE,RCOM,86400,4000,Reliance Communications Limited
NSE,SUNILHITEC,86400,4000,Sunil Hitech Engineers Limited
NSE,SADBHAV,86400,4000,Sadbhav Engineering Limited
NSE,GVKPIL,86400,4000,GVK Power & Infrastructure Limited
NSE,INOXLEISUR,86400,4000,INOX Leisure Limited
NSE,JAGRAN,86400,4000,Jagran Prakashan Limited
NSE,GSPL,86400,4000,Gujarat State Petronet Limited
NSE,ENIL,86400,4000,Entertainment Network (India) Limited
NSE,ROHLTD,86400,4000,Royal Orchid Hotels Limited
NSE,STERTOOLS,86400,4000,Sterling Tools Limited
NSE,NITINSPIN,86400,4000,Nitin Spinners Limited
NSE,TINPLATE,86400,4000,The Tinplate Company of India Limited
NSE,ANSALAPI,86400,4000,Ansal Properties & Infrastructure Limited
NSE,BALKRISIND,86400,4000,Balkrishna Industries Limited
NSE,EDUCOMP,86400,4000,Educomp Solutions Limited
NSE,BARTRONICS,86400,4000,Bartronics India Limited
NSE,CELEBRITY,86400,4000,Celebrity Fashions Limited
NSE,PUNJLLOYD,86400,4000,Punj Lloyd Limited
NSE,PVR,86400,4000,PVR Limited
NSE,REPRO,86400,4000,Repro India Limited
NSE,KERNEX,86400,4000,Kernex Microsystems (India) Limited
NSE,EKC,86400,4000,Everest Kanto Cylinder Limited
NSE,ORIENTABRA,86400,4000,Orient Abrasives Limited
NSE,NAHARINDUS,86400,4000,Nahar Industrial Enterprises Limited
NSE,VIMTALABS,86400,4000,Vimta Labs Limited
NSE,EMCO,86400,4000,Emco Limited
NSE,AIAENG,86400,4000,AIA Engineering Limited
NSE,TRIVENI,86400,4000,Triveni Engineering & Industries Limited
NSE,SORILINFRA,86400,4000,SORIL Infra Resources Limited
NSE,BRFL,86400,4000,Bombay Rayon Fashions Limited
NSE,PBAINFRA,86400,4000,PBA Infrastructure Limited
NSE,BASML,86400,4000,Bannari Amman Spinning Mills Limited
NSE,RENUKA,86400,4000,Shree Renuka Sugars Limited
NSE,AURIONPRO,86400,4000,Aurionpro Solutions Limited
NSE,SUZLON,86400,4000,Suzlon Energy Limited
NSE,ASIL,86400,4000,Amit Spinning Industries Limited
NSE,IMPAL,86400,4000,India Motor Parts and Accessories Limited
NSE,SUNFLAG,86400,4000,Sunflag Iron And Steel Company Limited
NSE,FCSSOFT,86400,4000,FCS Software Solutions Limited
NSE,RAJVIR,86400,4000,Rajvir Industries Limited
NSE,FEDDERLOYD,86400,4000,Fedders Lloyd Corporation Limited
NSE,ICIL,86400,4000,Indo Count Industries Limited
NSE,SASKEN,86400,4000,Sasken Technologies Limited
NSE,HTMEDIA,86400,4000,HT Media Limited
NSE,RML,86400,4000,Rane (Madras) Limited
NSE,GOLDIAM,86400,4000,Goldiam International Limited
NSE,PRECOT,86400,4000,Precot Meridian Limited
NSE,VIVIMEDLAB,86400,4000,Vivimed Labs Limited
NSE,IDFC,86400,4000,IDFC Limited
NSE,REVATHI,86400,4000,Revathi Equipment Limited
NSE,MCLEODRUSS,86400,4000,Mcleod Russel India Limited
NSE,SPLIL,86400,4000,SPL Industries Limited
NSE,NECLIFE,86400,4000,Nectar Lifesciences Limited
NSE,MSPL,86400,4000,MSP Steel & Power Limited
NSE,SUBROS,86400,4000,Subros Limited
NSE,YESBANK,86400,4000,Yes Bank Limited
NSE,GENUSPOWER,86400,4000,Genus Power Infrastructures Limited
NSE,INDIAGLYCO,86400,4000,India Glycols Limited
NSE,GEOJITFSL,86400,4000,Geojit Financial Services Limited
NSE,VHL,86400,4000,Vardhman Holdings Limited
NSE,CASTEXTECH,86400,4000,Castex Technologies Limited
NSE,MANINDS,86400,4000,Man Industries (India) Limited
NSE,JSWHL,86400,4000,JSW Holdings Limited
NSE,63MOONS,86400,4000,63 moons technologies limited
NSE,GRANULES,86400,4000,Granules India Limited
NSE,MERCATOR,86400,4000,Mercator Limited
NSE,PRIMESECU,86400,4000,Prime Securities Limited
NSE,SHAHALLOYS,86400,4000,Shah Alloys Limited
NSE,JKPAPER,86400,4000,JK Paper Limited
NSE,SURYALAXMI,86400,4000,Suryalakshmi Cotton Mills Limited
NSE,CYBERMEDIA,86400,4000,Cyber Media (India) Limited
NSE,SSWL,86400,4000,Steel Strips Wheels Limited
NSE,WELCORP,86400,4000,Welspun Corp Limited
NSE,MANGALAM,86400,4000,Mangalam Drugs And Organics Limited
NSE,SHOPERSTOP,86400,4000,Shoppers Stop Limited
NSE,IIFL,86400,4000,IIFL Holdings Limited
NSE,SAKSOFT,86400,4000,Saksoft Limited
NSE,ALLSEC,86400,4000,Allsec Technologies Limited
NSE,EVEREADY,86400,4000,Eveready Industries India Limited
NSE,GOKEX,86400,4000,Gokaldas Exports Limited
NSE,3IINFOTECH,86400,4000,3i Infotech Limited
NSE,GABRIEL,86400,4000,Gabriel India Limited
NSE,JPPOWER,86400,4000,Jaiprakash Power Ventures Limited
NSE,JINDALPHOT,86400,4000,Jindal Photo Limited
NSE,SHRIRAMCIT,86400,4000,Shriram City Union Finance Limited
NSE,GDL,86400,4000,Gateway Distriparks Limited
NSE,CONSOFINVT,86400,4000,Consolidated Finvest & Holdings Limited
NSE,JSWSTEEL,86400,4000,JSW Steel Limited
NSE,BEPL,86400,4000,Bhansali Engineering Polymers Limited
NSE,JETAIRWAYS,86400,4000,Jet Airways (India) Limited
NSE,XCHANGING,86400,4000,Xchanging Solutions Limited
NSE,VIPIND,86400,4000,VIP Industries Limited
NSE,AMTEKAUTO,86400,4000,Amtek Auto Limited
NSE,PATELENG,86400,4000,Patel Engineering Limited
NSE,RANASUG,86400,4000,Rana Sugars Limited
NSE,SAMTEL,86400,4000,Samtel Color Limited
NSE,SUPRAJIT,86400,4000,Suprajit Engineering Limited
NSE,IMPEXFERRO,86400,4000,Impex Ferro Tech Limited
NSE,INDOCO,86400,4000,Indoco Remedies Limited
NSE,MRPL,86400,4000,Mangalore Refinery and Petrochemicals Limited
NSE,PRESSMN,86400,4000,Pressman Advertising Limited
NSE,DWARKESH,86400,4000,Dwarikesh Sugar Industries Limited
NSE,BHARATIDIL,86400,4000,Bharati Defence and Infrastructure Limited
NSE,JBMA,86400,4000,JBM Auto Limited
NSE,KOTARISUG,86400,4000,Kothari Sugars And Chemicals Limited
NSE,SALSTEEL,86400,4000,S.A.L. Steel Limited
NSE,NTPC,86400,4000,NTPC Limited
NSE,WELENT,86400,4000,Welspun Enterprises Limited
NSE,ASTRAMICRO,86400,4000,Astra Microwave Products Limited
NSE,GUFICBIO,86400,4000,Gufic Biosciences Limited
NSE,INDSWFTLTD,86400,4000,Ind-Swift Limited
NSE,PAPERPROD,86400,4000,Huhtamaki PPL Limited
NSE,TITAN,86400,4000,Titan Company Limited
NSE,GULFPETRO,86400,4000,GP Petroleums Limited
NSE,OCL,86400,4000,OCL India Limited
NSE,GRUH,86400,4000,Gruh Finance Limited
NSE,TEXINFRA,86400,4000,Texmaco Infrastructure & Holdings Limited
NSE,GREAVESCOT,86400,4000,Greaves Cotton Limited
NSE,EICHERMOT,86400,4000,Eicher Motors Limited
NSE,NIITTECH,86400,4000,NIIT Technologies Limited
NSE,MAHSEAMLES,86400,4000,Maharashtra Seamless Limited
NSE,TCS,86400,4000,Tata Consultancy Services Limited
NSE,ULTRACEMCO,86400,4000,UltraTech Cement Limited
NSE,NIITLTD,86400,4000,NIIT Limited
NSE,3MINDIA,86400,4000,3M India Limited
NSE,GUJNRECOKE,86400,4000,Gujarat NRE Coke Limited
NSE,CENTEXT,86400,4000,Century Extrusions Limited
NSE,APARINDS,86400,4000,Apar Industries Limited
NSE,SUPERSPIN,86400,4000,Super Spinning Mills Limited
NSE,PGHH,86400,4000,Procter & Gamble Hygiene and Health Care Limited
NSE,LT,86400,4000,Larsen & Toubro Limited
NSE,EXCELINDUS,86400,4000,Excel Industries Limited
NSE,EXCELCROP,86400,4000,Excel Crop Care Limited
NSE,JPASSOCIAT,86400,4000,Jaiprakash Associates Limited
NSE,MONNETISPA,86400,4000,Monnet Ispat and Energy Limited
NSE,TRENT,86400,4000,Trent Limited
NSE,CCL,86400,4000,CCL Products (India) Limited
NSE,MPHASIS,86400,4000,MphasiS Limited
NSE,KAJARIACER,86400,4000,Kajaria Ceramics Limited
NSE,MURUDCERA,86400,4000,Murudeshwar Ceramics Limited
NSE,MIRCELECTR,86400,4000,MIRC Electronics Limited
NSE,NDTV,86400,4000,New Delhi Television Limited
NSE,IPAPPM,86400,4000,International Paper APPM Limited
NSE,DATAMATICS,86400,4000,Datamatics Global Services Limited
NSE,RKFORGE,86400,4000,Ramkrishna Forgings Limited
NSE,XPROINDIA,86400,4000,Xpro India Limited
NSE,MAGMA,86400,4000,Magma Fincorp Limited
NSE,DISHMAN,86400,4000,Dishman Pharmaceuticals and Chemicals Limited
NSE,MAHABANK,86400,4000,Bank of Maharashtra
NSE,BIOCON,86400,4000,Biocon Limited
NSE,PTC,86400,4000,PTC India Limited
NSE,VAIBHAVGBL,86400,4000,Vaibhav Global Limited
NSE,DHANBANK,86400,4000,Dhanlaxmi Bank Limited
NSE,PETRONET,86400,4000,Petronet LNG Limited
NSE,SIMPLEXINF,86400,4000,Simplex Infrastructures Limited
NSE,JBFIND,86400,4000,JBF Industries Limited
NSE,MUKANDLTD,86400,4000,Mukand Limited
NSE,SIL,86400,4000,Standard Industries Limited
NSE,UNIENTER,86400,4000,Uniphos Enterprises Limited
NSE,UPL,86400,4000,UPL Limited
NSE,TVTODAY,86400,4000,TV Today Network Limited
NSE,DREDGECORP,86400,4000,Dredging Corporation of India Limited
NSE,PHOENIXLL,86400,4000,Phoenix Lamps Limited
NSE,SONASTEER,86400,4000,Sona Koyo Steering Systems Limited
NSE,IFGLREFRAC,86400,4000,IFGL Refractories Limited
NSE,TVSELECT,86400,4000,TVS Electronics Limited
NSE,IGL,86400,4000,Indraprastha Gas Limited
NSE,JAIBALAJI,86400,4000,Jai Balaji Industries Limited
NSE,WELSPUNIND,86400,4000,Welspun India Limited
NSE,BHUSANSTL,86400,4000,Bhushan Steel Limited
NSE,NSIL,86400,4000,Nalwa Sons Investments Limited
NSE,JSL,86400,4000,Jindal Stainless Limited
NSE,BHEL,86400,4000,Bharat Heavy Electricals Limited
NSE,BEML,86400,4000,BEML Limited
NSE,SUVEN,86400,4000,Suven Life Sciences Limited
NSE,BAGFILMS,86400,4000,B.A.G Films and Media Limited
NSE,NCC,86400,4000,NCC Limited
NSE,IGARASHI,86400,4000,Igarashi Motors India Limited
NSE,UCOBANK,86400,4000,UCO Bank
NSE,VARDHACRLC,86400,4000,Vardhman Acrylics Limited
NSE,HINDOILEXP,86400,4000,Hindustan Oil Exploration Company Limited
NSE,AARTIDRUGS,86400,4000,Aarti Drugs Limited
NSE,TATAELXSI,86400,4000,Tata Elxsi Limited
NSE,ITI,86400,4000,ITI Limited
NSE,KANSAINER,86400,4000,Kansai Nerolac Paints Limited
NSE,TIMESGTY,86400,4000,Times Guaranty Limited
NSE,SUBEX,86400,4000,Subex Limited
NSE,VSTIND,86400,4000,VST Industries Limited
NSE,AMARAJABAT,86400,4000,Amara Raja Batteries Limited
NSE,SMLISUZU,86400,4000,SML Isuzu Limited
NSE,OPTOCIRCUI,86400,4000,Opto Circuits (India) Limited
NSE,PRISMCEM,86400,4000,Prism Cement Limited
NSE,SRF,86400,4000,SRF Limited
NSE,GHCL,86400,4000,GHCL Limited
NSE,GILLETTE,86400,4000,Gillette India Limited
NSE,VENKEYS,86400,4000,Venky's (India) Limited
NSE,AGCNET,86400,4000,AGC Networks Limited
NSE,HONAUT,86400,4000,Honeywell Automation India Limited
NSE,MARUTI,86400,4000,Maruti Suzuki India Limited
NSE,ZENSARTECH,86400,4000,Zensar Technologies Limited
NSE,CENTURYTEX,86400,4000,Century Textiles & Industries Limited
NSE,ELECTCAST,86400,4000,Electrosteel Castings Limited
NSE,INDORAMA,86400,4000,Indo Rama Synthetics (India) Limited
NSE,RADICO,86400,4000,Radico Khaitan Limited
NSE,BATAINDIA,86400,4000,Bata India Limited
NSE,EXIDEIND,86400,4000,Exide Industries Limited
NSE,JUBILANT,86400,4000,Jubilant Life Sciences Limited
NSE,GSKCONS,86400,4000,GlaxoSmithKline Consumer Healthcare Limited
NSE,DRREDDY,86400,4000,Dr. Reddy's Laboratories Limited
NSE,AUTOAXLES,86400,4000,Automotive Axles Limited
NSE,PSL,86400,4000,PSL Limited
NSE,BANARISUG,86400,4000,Bannari Amman Sugars Limited
NSE,NELCO,86400,4000,NELCO Limited
NSE,TATAMETALI,86400,4000,Tata Metaliks Limited
NSE,SANOFI,86400,4000,Sanofi India Limited
NSE,TIRUMALCHM,86400,4000,Thirumalai Chemicals Limited
NSE,VARDMNPOLY,86400,4000,Vardhman Polytex Limited
NSE,RICOAUTO,86400,4000,Rico Auto Industries Limited
NSE,STERLINBIO,86400,4000,Sterling Biotech Limited
NSE,MUNJALSHOW,86400,4000,Munjal Showa Limited
NSE,BOSCHLTD,86400,4000,Bosch Limited
NSE,FOSECOIND,86400,4000,Foseco India Limited
NSE,MOSERBAER,86400,4000,Moser-Baer (I) Limited
NSE,JBCHEPHARM,86400,4000,JB Chemicals & Pharmaceuticals Limited
NSE,JINDALSAW,86400,4000,Jindal Saw Limited
NSE,POLYPLEX,86400,4000,Polyplex Corporation Limited
NSE,HEROMOTOCO,86400,4000,Hero MotoCorp Limited
NSE,BHARATFORG,86400,4000,Bharat Forge Limited
NSE,GARDENSILK,86400,4000,Garden Silk Mills Limited
NSE,HCC,86400,4000,Hindustan Construction Company Limited
NSE,BAJFINANCE,86400,4000,Bajaj Finance Limited
NSE,HONDAPOWER,86400,4000,Honda Siel Power Products Limited
NSE,STCINDIA,86400,4000,The State Trading Corporation of India Limited
NSE,DIVISLAB,86400,4000,Divi's Laboratories Limited
NSE,RADAAN,86400,4000,Radaan Mediaworks India Limited
NSE,GODREJIND,86400,4000,Godrej Industries Limited
NSE,TATASPONGE,86400,4000,Tata Sponge Iron Limited
NSE,OMAXAUTO,86400,4000,Omax Autos Limited
NSE,GRAPHITE,86400,4000,Graphite India Limited
NSE,TNTELE,86400,4000,Tamilnadu Telecommunication Limited
NSE,GENESYS,86400,4000,Genesys International Corporation Limited
NSE,DEEPAKFERT,86400,4000,Deepak Fertilizers and Petrochemicals Corporation Limited
NSE,VTL,86400,4000,Vardhman Textiles Limited
NSE,RUCHISOYA,86400,4000,Ruchi Soya Industries Limited
NSE,CANBK,86400,4000,Canara Bank
NSE,NUCLEUS,86400,4000,Nucleus Software Exports Limited
NSE,BLUEDART,86400,4000,Blue Dart Express Limited
NSE,NOIDATOLL,86400,4000,Noida Toll Bridge Company Limited
NSE,ATFL,86400,4000,Agro Tech Foods Limited
NSE,ALBK,86400,4000,Allahabad Bank
NSE,SANDESH,86400,4000,The Sandesh Limited
NSE,TORNTPHARM,86400,4000,Torrent Pharmaceuticals Limited
NSE,VESUVIUS,86400,4000,Vesuvius India Limited
NSE,DHFL,86400,4000,Dewan Housing Finance Corporation Limited
NSE,APTECHT,86400,4000,Aptech Limited
NSE,NATNLSTEEL,86400,4000,National Steel And Agro Industries Limited
NSE,UNIONBANK,86400,4000,Union Bank of India
NSE,OFSS,86400,4000,Oracle Financial Services Software Limited
NSE,HEXAWARE,86400,4000,Hexaware Technologies Limited
NSE,SURANAT&P,86400,4000,Surana Telecom and Power Limited
NSE,PNB,86400,4000,Punjab National Bank
NSE,PONNIERODE,86400,4000,Ponni Sugars (Erode) Limited
NSE,GOLDINFRA,86400,4000,Goldstone Infratech Limited
NSE,ASAL,86400,4000,Automotive Stampings and Assemblies Limited
NSE,BHARTIARTL,86400,4000,Bharti Airtel Limited
NSE,ESSELPACK,86400,4000,Essel Propack Limited
NSE,MPSLTD,86400,4000,MPS Limited
NSE,TCI,86400,4000,Transport Corporation of India Limited
NSE,HITECHGEAR,86400,4000,The Hi-Tech Gears Limited
NSE,KRBL,86400,4000,KRBL Limited
NSE,MARKSANS,86400,4000,Marksans Pharma Limited
NSE,JINDALPOLY,86400,4000,Jindal Poly Films Limited
NSE,FEL,86400,4000,Future Enterprises Limited
NSE,TODAYS,86400,4000,Todays Writing Instruments Limited
NSE,MCDOWELL-N,86400,4000,United Spirits Limited
NSE,LUPIN,86400,4000,Lupin Limited
NSE,JISLJALEQS,86400,4000,Jain Irrigation Systems Limited
NSE,CORALFINAC,86400,4000,Coral India Finance & Housing Limited
