STOCK_EXCHANGE,STOCK_SYMBOL,INTERVEL ,NO OF  DAYS,STOCK NAME
NSE,AKZOINDIA,86400,4000,Akzo Nobel India Limited
NSE,GODREJCP,86400,4000,Godrej Consumer Products Limited
NSE,SKMEGGPROD,86400,4000,SKM Egg Products Export (India) Limited
NSE,ASTRAZEN,86400,4000,AstraZeneca Pharma India Limited
NSE,SMARTLINK,86400,4000,Smartlink Network Systems Limited
NSE,CUBEXTUB,86400,4000,Cubex Tubings Limited
NSE,GOLDTECH,86400,4000,Goldstone Technologies Limited
NSE,NEXTMEDIA,86400,4000,Next Mediaworks Limited
NSE,ANDHRABANK,86400,4000,Andhra Bank
NSE,HAVELLS,86400,4000,Havells India Limited
NSE,SHIRPUR-G,86400,4000,Shirpur Gold Refinery Limited
NSE,SAMBHAAV,86400,4000,Sambhaav Media Limited
NSE,ONWARDTEC,86400,4000,Onward Technologies Limited
NSE,TRIDENT,86400,4000,Trident Limited
NSE,HIKAL,86400,4000,Hikal Limited
NSE,BSELINFRA,86400,4000,BSEL Infrastructure Realty Limited
NSE,KHANDSE,86400,4000,Khandwala Securities Limited
NSE,UNICHEMLAB,86400,4000,Unichem Laboratories Limited
NSE,BANARBEADS,86400,4000,Banaras Beads Limited
NSE,KHAITANLTD,86400,4000,Khaitan (India) Limited
NSE,WSTCSTPAPR,86400,4000,West Coast Paper Mills Limited
NSE,VIJAYABANK,86400,4000,Vijaya Bank
NSE,AXISCADES,86400,4000,AXISCADES Engineering Technologies Limited
NSE,TAJGVK,86400,4000,Taj GVK Hotels & Resorts Limited
NSE,CREATIVEYE,86400,4000,Creative Eye Limited
NSE,QUINTEGRA,86400,4000,Quintegra Solutions Limited
NSE,GLAXO,86400,4000,GlaxoSmithKline Pharmaceuticals Limited
NSE,KALPATPOWR,86400,4000,Kalpataru Power Transmission Limited
NSE,PNC,86400,4000,Pritish Nandy Communications Limited
NSE,STRTECH,86400,4000,Sterlite Technologies Limited
NSE,IOB,86400,4000,Indian Overseas Bank
NSE,HINDDORROL,86400,4000,Hindustan Dorr-Oliver Limited
NSE,FAGBEARING,86400,4000,FAG Bearings India Limited
NSE,BALAJITELE,86400,4000,Balaji Telefilms Limited
NSE,SOMATEX,86400,4000,Soma Textiles & Industries Limited
NSE,TIPSINDLTD,86400,4000,TIPS Industries Limited
NSE,EASUNREYRL,86400,4000,Easun Reyrolle Limited
NSE,REGENCERAM,86400,4000,Regency Ceramics Limited
NSE,MRO-TEK,86400,4000,MRO-TEK Realty Limited
NSE,TTML,86400,4000,Tata Teleservices (Maharashtra) Limited
NSE,GAEL,86400,4000,Gujarat Ambuja Exports Limited
NSE,USHAMART,86400,4000,Usha Martin Limited
NSE,ZENITHEXPO,86400,4000,Zenith Exports Limited
NSE,MOTOGENFIN,86400,4000,The Motor & General Finance Limited
NSE,GOLDENTOBC,86400,4000,Golden Tobacco Limited
NSE,PNBGILTS,86400,4000,PNB Gilts Limited
NSE,MUKTAARTS,86400,4000,Mukta Arts Limited
NSE,BLUECHIP,86400,4000,Blue Chip India Limited
NSE,JENSONICOL,86400,4000,Jenson & Nicholson (India) Limited
NSE,NLCINDIA,86400,4000,NLC India Limited
NSE,AKSHOPTFBR,86400,4000,Aksh Optifibre Limited
NSE,TVSMOTOR,86400,4000,TVS Motor Company Limited
NSE,KARURVYSYA,86400,4000,Karur Vysya Bank Limited
NSE,TFCILTD,86400,4000,Tourism Finance Corporation of India Limited
NSE,BEL,86400,4000,Bharat Electronics Limited
NSE,AUROPHARMA,86400,4000,Aurobindo Pharma Limited
NSE,GLFL,86400,4000,Gujarat Lease Financing Limited
NSE,RUCHINFRA,86400,4000,Ruchi Infrastructure Limited
NSE,MUKANDENGG,86400,4000,Mukand Engineers Limited
NSE,KHAITANELE,86400,4000,Khaitan Electricals Limited
NSE,CALSOFT,86400,4000,California Software Company Limited
NSE,LAKSHVILAS,86400,4000,Lakshmi Vilas Bank Limited
NSE,BLUESTARCO,86400,4000,Blue Star Limited
NSE,JAINSTUDIO,86400,4000,Jain Studios Limited
NSE,ANTGRAPHIC,86400,4000,Antarctica Limited
NSE,SUNDRMFAST,86400,4000,Sundram Fasteners Limited
NSE,THOMASCOOK,86400,4000,Thomas Cook  (India)  Limited
NSE,CHENNPETRO,86400,4000,Chennai Petroleum Corporation Limited
NSE,BLBLIMITED,86400,4000,BLB Limited
NSE,PEARLPOLY,86400,4000,Pearl Polymers Limited
NSE,HSIL,86400,4000,HSIL Limited
NSE,INDIACEM,86400,4000,The India Cements Limited
NSE,CURATECH,86400,4000,Cura Technologies Limited
NSE,AJANTPHARM,86400,4000,Ajanta Pharma Limited
NSE,SOFTTECHGR,86400,4000,Software Technology Group International Limited
NSE,MFSL,86400,4000,Max Financial Services Limited
NSE,MAHLIFE,86400,4000,Mahindra Lifespace Developers Limited
NSE,KTKBANK,86400,4000,The Karnataka Bank Limited
NSE,CINEVISTA,86400,4000,Cinevista Limited
NSE,ATLASCYCLE,86400,4000,Atlas Cycles (Haryana) Limited
NSE,KREBSBIO,86400,4000,Krebs Biochemicals and Industries Limited
NSE,EIMCOELECO,86400,4000,Eimco Elecon (India) Limited
NSE,GEPIL,86400,4000,GE Power India Limited
NSE,CADILAHC,86400,4000,Cadila Healthcare Limited
NSE,HINDSYNTEX,86400,4000,Hind Syntex Limited
NSE,MALWACOTT,86400,4000,Malwa Cotton Spg. Mills Limited
NSE,BIL,86400,4000,Bhartiya International Limited
NSE,RAMCOSYS,86400,4000,Ramco Systems Limited
NSE,WHEELS,86400,4000,Wheels India Limited
NSE,SHREERAMA,86400,4000,Shree Rama Multi-Tech Limited
NSE,IVRCLINFRA,86400,4000,IVRCL Limited
NSE,NRBBEARING,86400,4000,NRB Bearing Limited
NSE,MELSTAR,86400,4000,Melstar Information Technologies Limited
NSE,LCCINFOTEC,86400,4000,LCC Infotech Limited
NSE,JAGSNPHARM,86400,4000,Jagsonpal Pharmaceuticals Limited
NSE,WOCKPHARMA,86400,4000,Wockhardt Limited
NSE,BLUECOAST,86400,4000,Blue Coast Hotels Limited
NSE,TATACOFFEE,86400,4000,Tata Coffee Limited
NSE,RAJESHEXPO,86400,4000,Rajesh Exports Limited
NSE,GLENMARK,86400,4000,Glenmark Pharmaceuticals Limited
NSE,STAR,86400,4000,Strides Shasun Limited
NSE,MONSANTO,86400,4000,Monsanto India Limited
NSE,VISESHINFO,86400,4000,Visesh Infotecnics Limited
NSE,HCLTECH,86400,4000,HCL Technologies Limited
NSE,JCHAC,86400,4000,Johnson Controls ï¿½ Hitachi Air Conditioning India Limited
NSE,JINDALSTEL,86400,4000,Jindal Steel & Power Limited
NSE,SYNDIBANK,86400,4000,Syndicate Bank
NSE,TTKPRESTIG,86400,4000,TTK Prestige Limited
NSE,SPMLINFRA,86400,4000,SPML Infra Limited
NSE,ACCELYA,86400,4000,Accelya Kale Solutions Limited
NSE,KPIT,86400,4000,KPIT Technologies Limited
NSE,BERGEPAINT,86400,4000,Berger Paints (I) Limited
NSE,POLARIS,86400,4000,POLARIS CONSULTING & SERVICES LIMITED
NSE,MOREPENLAB,86400,4000,Morepen Laboratories Limited
NSE,TNPETRO,86400,4000,Tamilnadu PetroProducts Limited
NSE,KOHINOOR,86400,4000,Kohinoor Foods Limited
NSE,SUPPETRO,86400,4000,Supreme Petrochem Limited
NSE,NIPPOBATRY,86400,4000,Indo-National Limited
NSE,ALEMBICLTD,86400,4000,Alembic Limited
NSE,IVC,86400,4000,IL&FS Investment Managers Limited
NSE,UNITECH,86400,4000,Unitech Limited
NSE,SONATSOFTW,86400,4000,Sonata Software Limited
NSE,PAEL,86400,4000,PAE Limited
NSE,PETRONENGG,86400,4000,Petron Engineering Construction Limited
NSE,LINDEINDIA,86400,4000,Linde India Limited
NSE,MADRASFERT,86400,4000,Madras Fertilizers Limited
NSE,KOPRAN,86400,4000,Kopran Limited
NSE,RSSOFTWARE,86400,4000,R. S. Software (India) Limited
NSE,NATIONALUM,86400,4000,National Aluminium Company Limited
NSE,DABUR,86400,4000,Dabur India Limited
NSE,SICAL,86400,4000,Sical Logistics Limited
NSE,PFIZER,86400,4000,Pfizer Limited
NSE,MIRZAINT,86400,4000,Mirza International Limited
NSE,SRGINFOTEC,86400,4000,SRG Infotec (India) Limited
NSE,INGERRAND,86400,4000,Ingersoll Rand (India) Limited
NSE,RALLIS,86400,4000,Rallis India Limited
NSE,TATACHEM,86400,4000,Tata Chemicals Limited
NSE,PVP,86400,4000,PVP Ventures Limited
NSE,MTNL,86400,4000,Mahanagar Telephone Nigam Limited
NSE,ITDCEM,86400,4000,ITD Cementation India Limited
NSE,ZANDUREALT,86400,4000,Zandu Realty Limited
NSE,CYBERTECH,86400,4000,Cybertech Systems And Software Limited
NSE,SKFINDIA,86400,4000,SKF India Limited
NSE,SOUTHBANK,86400,4000,The South Indian Bank Limited
NSE,TATAGLOBAL,86400,4000,Tata Global Beverages Limited
NSE,TATASTEEL,86400,4000,Tata Steel Limited
NSE,AXISBANK,86400,4000,Axis Bank Limited
NSE,BRITANNIA,86400,4000,Britannia Industries Limited
NSE,SINTEX,86400,4000,Sintex Industries Limited
NSE,CYIENT,86400,4000,Cyient Limited
NSE,ZEEL,86400,4000,Zee Entertainment Enterprises Limited
NSE,ARCHIES,86400,4000,Archies Limited
NSE,WILLAMAGOR,86400,4000,Williamson Magor & Company Limited
NSE,ORIENTHOT,86400,4000,Oriental Hotels Limited
NSE,CUB,86400,4000,City Union Bank Limited
NSE,LICHSGFIN,86400,4000,LIC Housing Finance Limited
NSE,TATAMOTORS,86400,4000,Tata Motors Limited
NSE,J&KBANK,86400,4000,The Jammu & Kashmir Bank Limited
NSE,TATAINVEST,86400,4000,Tata Investment Corporation Limited
NSE,HINDPETRO,86400,4000,Hindustan Petroleum Corporation Limited
NSE,KOTHARIPRO,86400,4000,Kothari Products Limited
NSE,VEDL,86400,4000,Vedanta Limited
NSE,ATUL,86400,4000,Atul Limited
NSE,TRIGYN,86400,4000,Trigyn Technologies Limited
NSE,ASAHIINDIA,86400,4000,Asahi India Glass Limited
NSE,AMBUJACEM,86400,4000,Ambuja Cements Limited
NSE,INDUSINDBK,86400,4000,IndusInd Bank Limited
NSE,RCF,86400,4000,Rashtriya Chemicals and Fertilizers Limited
NSE,SUNDARMFIN,86400,4000,Sundaram Finance Limited
NSE,GMDCLTD,86400,4000,Gujarat Mineral Development Corporation Limited
NSE,CORPBANK,86400,4000,Corporation Bank
NSE,JAICORPLTD,86400,4000,Jai Corp Limited
NSE,HBSTOCK,86400,4000,HB Stockholdings Limited
NSE,RANEHOLDIN,86400,4000,Rane Holdings Limited
NSE,ICICIBANK,86400,4000,ICICI Bank Limited
NSE,ENGINERSIN,86400,4000,Engineers India Limited
NSE,SCI,86400,4000,Shipping Corporation Of India Limited
NSE,SPHEREGSL,86400,4000,Sphere Global Services Limited
NSE,GUJALKALI,86400,4000,Gujarat Alkalies and Chemicals Limited
NSE,FDC,86400,4000,FDC Limited
NSE,DENORA,86400,4000,De Nora India Limited
NSE,SAREGAMA,86400,4000,Saregama India Limited
NSE,ORCHIDPHAR,86400,4000,Orchid Pharma Limited
NSE,ORIENTBANK,86400,4000,Oriental Bank of Commerce
NSE,INDSWFTLAB,86400,4000,Ind-Swift Laboratories Limited
NSE,KCPSUGIND,86400,4000,KCP Sugar and Industries Corporation Limited
NSE,ADANIENT,86400,4000,Adani Enterprises Limited
NSE,TCIFINANCE,86400,4000,TCI Finance Limited
NSE,CONCOR,86400,4000,Container Corporation of India Limited
NSE,INDNIPPON,86400,4000,India Nippon Electricals Limited
NSE,BANKINDIA,86400,4000,Bank of India
NSE,LLOYDELENG,86400,4000,Lloyd Electric & Engineering Limited
NSE,INDRAMEDCO,86400,4000,Indraprastha Medical Corporation Limited
NSE,RAMCOCEM,86400,4000,The Ramco Cements Limited
NSE,KCP,86400,4000,KCP Limited
NSE,GAIL,86400,4000,GAIL (India) Limited
NSE,BANKBARODA,86400,4000,Bank of Baroda
NSE,DENABANK,86400,4000,Dena Bank
NSE,HINDALCO,86400,4000,Hindalco Industries Limited
NSE,INDIANCARD,86400,4000,Indian Card Clothing Company Limited
NSE,HCL-INSYS,86400,4000,HCL Infosystems Limited
NSE,SRTRANSFIN,86400,4000,Shriram Transport Finance Company Limited
NSE,HERITGFOOD,86400,4000,Heritage Foods Limited
NSE,ACC,86400,4000,ACC Limited
NSE,RAMCOIND,86400,4000,Ramco Industries Limited
NSE,SHREYANIND,86400,4000,Shreyans Industries Limited
NSE,KOTHARIPET,86400,4000,Kothari Petrochemicals Limited
NSE,HDFC,86400,4000,Housing Development Finance Corporation Limited
NSE,GAMMONIND,86400,4000,Gammon India Limited
NSE,SKIL,86400,4000,SKIL Infrastructure Limited
NSE,WALCHANNAG,86400,4000,Walchandnagar Industries Limited
NSE,MRF,86400,4000,MRF Limited
NSE,VISAKAIND,86400,4000,Visaka Industries Limited
NSE,BINDALAGRO,86400,4000,Oswal Chemicals & Fertilizers Limited
NSE,MOTHERSUMI,86400,4000,Motherson Sumi Systems Limited
NSE,VALUEIND,86400,4000,Value Industries Limited
NSE,VIDEOIND,86400,4000,Videocon Industries Limited
NSE,GODFRYPHLP,86400,4000,Godfrey Phillips India Limited
NSE,IOC,86400,4000,Indian Oil Corporation Limited
NSE,SANGAMIND,86400,4000,Sangam (India) Limited
NSE,SUNDRMBRAK,86400,4000,Sundaram Brake Linings Limited
NSE,INDHOTEL,86400,4000,The Indian Hotels Company Limited
NSE,EASTSILK,86400,4000,Eastern Silk Industries Limited
NSE,NORBTEAEXP,86400,4000,Norben Tea & Exports Limited
NSE,KEYCORPSER,86400,4000,Keynote Corporate Services Limited
NSE,KAMATHOTEL,86400,4000,Kamat Hotels (I) Limited
NSE,DHARSUGAR,86400,4000,Dharani Sugars & Chemicals Limited
NSE,SILINV,86400,4000,SIL Investments Limited
NSE,CHOLAFIN,86400,4000,Cholamandalam Investment and Finance Company Limited
NSE,HINDCOMPOS,86400,4000,Hindustan Composites Limited
NSE,GICHSGFIN,86400,4000,GIC Housing Finance Limited
NSE,MARICO,86400,4000,Marico Limited
NSE,ALPSINDUS,86400,4000,Alps Industries Limited
NSE,MERCK,86400,4000,Merck Limited
NSE,PANACEABIO,86400,4000,Panacea Biotec Limited
NSE,JAYAGROGN,86400,4000,Jayant Agro Organics Limited
NSE,AUSOMENT,86400,4000,Ausom Enterprise Limited
NSE,ALOKTEXT,86400,4000,Alok Industries Limited
NSE,RAIREKMOH,86400,4000,Raisaheb Reckhchand Mohota Spinning & Weaving Mills Limited
NSE,AEGISCHEM,86400,4000,Aegis Logistics Limited
NSE,TATAPOWER,86400,4000,Tata Power Company Limited
NSE,NBVENTURES,86400,4000,Nava Bharat Ventures Limited
NSE,HOTELRUGBY,86400,4000,Hotel Rugby Limited
NSE,PREMIER,86400,4000,Premier Limited
NSE,IFBAGRO,86400,4000,IFB Agro Industries Limited
NSE,CARBORUNIV,86400,4000,Carborundum Universal Limited
NSE,BHARATGEAR,86400,4000,Bharat Gears Limited
NSE,BBTC,86400,4000,Bombay Burmah Trading Corporation Limited
NSE,GREENPLY,86400,4000,Greenply Industries Limited
NSE,TNPL,86400,4000,Tamil Nadu Newsprint & Papers Limited
NSE,REMSONSIND,86400,4000,Remsons Industries Limited
NSE,EUROTEXIND,86400,4000,Eurotex Industries and Exports Limited
NSE,SHANTIGEAR,86400,4000,Shanthi Gears Limited
NSE,DALMIASUG,86400,4000,Dalmia Bharat Sugar and Industries Limited
NSE,NOCIL,86400,4000,NOCIL Limited
NSE,INDLMETER,86400,4000,IMP Powers Limited
NSE,APOLLOHOSP,86400,4000,Apollo Hospitals Enterprise Limited
NSE,SPIC,86400,4000,Southern Petrochemicals Industries Corporation  Limited
NSE,M&M,86400,4000,Mahindra & Mahindra Limited
NSE,JAYBARMARU,86400,4000,Jay Bharat Maruti Limited
NSE,MANGLMCEM,86400,4000,Mangalam Cement Limited
NSE,NATCOPHARM,86400,4000,Natco Pharma Limited
NSE,KOTAKBANK,86400,4000,Kotak Mahindra Bank Limited
NSE,SREINFRA,86400,4000,SREI Infrastructure Finance Limited
NSE,KAKATCEM,86400,4000,Kakatiya Cement Sugar & Industries Limited
NSE,PREMIERPOL,86400,4000,Premier Polyfilm Limited
NSE,STINDIA,86400,4000,STI India Limited
NSE,SWARAJENG,86400,4000,Swaraj Engines Limited
NSE,BIRLACABLE,86400,4000,Birla Cable Limited
NSE,RIIL,86400,4000,Reliance Industrial Infrastructure Limited
NSE,RELCAPITAL,86400,4000,Reliance Capital Limited
NSE,RELIANCE,86400,4000,Reliance Industries Limited
NSE,SOMANYCERA,86400,4000,Somany Ceramics Limited
NSE,ELGIEQUIP,86400,4000,Elgi Equipments Limited
NSE,HDFCBANK,86400,4000,HDFC Bank Limited
NSE,WIPRO,86400,4000,Wipro Limited
NSE,NILKAMAL,86400,4000,Nilkamal Limited
NSE,ESABINDIA,86400,4000,Esab India Limited
NSE,ANDHRSUGAR,86400,4000,The Andhra Sugars Limited
NSE,SHIVTEX,86400,4000,Shiva Texyarn Limited
NSE,RAYMOND,86400,4000,Raymond Limited
NSE,DELTAMAGNT,86400,4000,Delta Magnets Limited
NSE,TOKYOPLAST,86400,4000,Tokyo Plast International Limited
NSE,BHARATRAS,86400,4000,Bharat Rasayan Limited
NSE,PRAJIND,86400,4000,Praj Industries Limited
NSE,ZODIACLOTH,86400,4000,Zodiac Clothing Company Limited
NSE,LIBERTSHOE,86400,4000,Liberty Shoes Limited
NSE,TIL,86400,4000,TIL Limited
NSE,IDBI,86400,4000,IDBI Bank Limited
NSE,ASHAPURMIN,86400,4000,Ashapura Minechem Limited
NSE,IVP,86400,4000,IVP Limited
NSE,BPCL,86400,4000,Bharat Petroleum Corporation Limited
NSE,ABIRLANUVO,86400,4000,Aditya Birla Nuvo Limited
NSE,UCALFUEL,86400,4000,Ucal Fuel Systems Limited
NSE,STARPAPER,86400,4000,Star Paper Mills Limited
NSE,KESORAMIND,86400,4000,Kesoram Industries Limited
NSE,PRECWIRE,86400,4000,Precision Wires India Limited
NSE,SAKHTISUG,86400,4000,Sakthi Sugars Limited
NSE,SIEMENS,86400,4000,Siemens Limited
NSE,KABRAEXTRU,86400,4000,Kabra Extrusion Technik Limited
NSE,APCOTEXIND,86400,4000,Apcotex Industries Limited
NSE,LUMAXIND,86400,4000,Lumax Industries Limited
NSE,GSFC,86400,4000,Gujarat State Fertilizers & Chemicals Limited
NSE,THERMAX,86400,4000,Thermax Limited
NSE,OILCOUNTUB,86400,4000,Oil Country Tubular Limited
NSE,INDIANHUME,86400,4000,Indian Hume Pipe Company Limited
NSE,DICIND,86400,4000,DIC India Limited
NSE,METALFORGE,86400,4000,Metalyst Forgings Limited
NSE,ITC,86400,4000,ITC Limited
NSE,GMBREW,86400,4000,GM Breweries Limited
NSE,UFLEX,86400,4000,UFLEX Limited
NSE,GTNIND,86400,4000,GTN Industries Limited
NSE,BSL,86400,4000,BSL Limited
NSE,TAINWALCHM,86400,4000,Tainwala Chemical and Plastic (I) Limited
NSE,ASHIMASYN,86400,4000,Ashima Limited
NSE,MANGTIMBER,86400,4000,Mangalam Timber Products Limited
NSE,ONGC,86400,4000,Oil & Natural Gas Corporation Limited
NSE,SUPREMEIND,86400,4000,Supreme Industries Limited
NSE,ZODJRDMKJ,86400,4000,Zodiac JRD- MKJ Limited
NSE,HOTELEELA,86400,4000,Hotel Leela Venture Limited
NSE,JYOTISTRUC,86400,4000,Jyoti Structures Limited
NSE,PDUMJEIND,86400,4000,Pudumjee Industries Limited
NSE,NKIND,86400,4000,NK Industries Limited
NSE,SAIL,86400,4000,Steel Authority of India Limited
NSE,HINDUNILVR,86400,4000,Hindustan Unilever Limited
NSE,BALMLAWRIE,86400,4000,Balmer Lawrie & Company Limited
NSE,SEAMECLTD,86400,4000,Seamec Limited
NSE,CRISIL,86400,4000,CRISIL Limited
NSE,SOTL,86400,4000,Savita Oil Technologies Limited
NSE,CHAMBLFERT,86400,4000,Chambal Fertilizers & Chemicals Limited
NSE,BPL,86400,4000,BPL Limited
NSE,CLNINDIA,86400,4000,Clariant Chemicals (India) Limited
NSE,COROMANDEL,86400,4000,Coromandel International Limited
NSE,APOLLOTYRE,86400,4000,Apollo Tyres Limited
NSE,AUTOLITIND,86400,4000,Autolite (India) Limited
NSE,ASIANPAINT,86400,4000,Asian Paints Limited
NSE,SUDARSCHEM,86400,4000,Sudarshan Chemical Industries Limited
NSE,UTTAMSTL,86400,4000,Uttam Galva Steels Limited
NSE,VLSFINANCE,86400,4000,VLS Finance Limited
NSE,GUJFLUORO,86400,4000,Gujarat Fluorochemicals Limited
NSE,DCW,86400,4000,DCW Limited
NSE,COSMOFILMS,86400,4000,Cosmo Films Limited
NSE,ASHOKLEY,86400,4000,Ashok Leyland Limited
NSE,BASF,86400,4000,BASF India Limited
NSE,GNFC,86400,4000,Gujarat Narmada Valley Fertilizers and Chemicals Limited
NSE,UNIVCABLES,86400,4000,Universal Cables Limited
NSE,CANFINHOME,86400,4000,Can Fin Homes Limited
NSE,PATSPINLTD,86400,4000,Patspin India Limited
NSE,JAYNECOIND,86400,4000,Jayaswal Neco Industries Limited
NSE,MASTEK,86400,4000,Mastek Limited
NSE,EIDPARRY,86400,4000,EID Parry India Limited
NSE,GINNIFILA,86400,4000,Ginni Filaments Limited
NSE,GRASIM,86400,4000,Grasim Industries Limited
NSE,HEG,86400,4000,HEG Limited
NSE,ADORWELD,86400,4000,Ador Welding Limited
NSE,BAJAJHIND,86400,4000,Bajaj Hindusthan Sugar Limited
NSE,PRAKASH,86400,4000,Prakash Industries Limited
NSE,SANGHIIND,86400,4000,Sanghi Industries Limited
NSE,SURYAROSNI,86400,4000,Surya Roshni Limited
NSE,CENTENKA,86400,4000,Century Enka Limited
NSE,TUBEINVEST,86400,4000,Tube Investments of India Limited
NSE,WEIZMANIND,86400,4000,Weizmann Limited
NSE,THIRUSUGAR,86400,4000,Thiru Arooran Sugars Limited
NSE,IFCI,86400,4000,IFCI Limited
NSE,BOMDYEING,86400,4000,Bombay Dyeing & Mfg Company Limited
NSE,HIL,86400,4000,HIL Limited
NSE,SHREECEM,86400,4000,Shree Cements Limited
NSE,VOLTAS,86400,4000,Voltas Limited
NSE,TATACOMM,86400,4000,Tata Communications Limited
NSE,ZUARIGLOB,86400,4000,Zuari Global Limited
NSE,DCMSHRIRAM,86400,4000,DCM Shriram Limited
NSE,BIRLACORPN,86400,4000,Birla Corporation Limited
NSE,FACT,86400,4000,Fertilizers and Chemicals Travancore Limited
NSE,IFBIND,86400,4000,IFB Industries Limited
NSE,ORIENTPPR,86400,4000,Orient Paper & Industries Limited
NSE,LAXMIMACH,86400,4000,Lakshmi Machine Works Limited
NSE,INEOSSTYRO,86400,4000,INEOS Styrolution India Limited
NSE,SESHAPAPER,86400,4000,Seshasayee Paper and Boards Limited
NSE,RUBYMILLS,86400,4000,The Ruby Mills Limited
NSE,RAJSREESUG,86400,4000,Rajshree Sugars & Chemicals Limited
NSE,ABAN,86400,4000,Aban Offshore Limited
NSE,GTL,86400,4000,GTL Limited
NSE,EVERESTIND,86400,4000,Everest Industries Limited
NSE,DHAMPURSUG,86400,4000,Dhampur Sugar Mills Limited
NSE,PHILIPCARB,86400,4000,Phillips Carbon Black Limited
NSE,PIDILITIND,86400,4000,Pidilite Industries Limited
NSE,CUMMINSIND,86400,4000,Cummins India Limited
NSE,DCM,86400,4000,DCM  Limited
NSE,BAJAJHLDNG,86400,4000,Bajaj Holdings & Investment Limited
NSE,HEIDELBERG,86400,4000,HeidelbergCement India Limited
NSE,LML,86400,4000,LML Limited
NSE,ESCORTS,86400,4000,Escorts Limited
NSE,SHREYAS,86400,4000,Shreyas Shipping & Logistics Limited
NSE,CGPOWER,86400,4000,CG Power and Industrial Solutions Limited
NSE,ROLTA,86400,4000,Rolta India Limited
NSE,SBIN,86400,4000,State Bank of India
NSE,SALORAINTL,86400,4000,Salora International Limited
NSE,RSWM,86400,4000,RSWM Limited
NSE,FINCABLES,86400,4000,Finolex Cables Limited
NSE,JAYSREETEA,86400,4000,Jayshree Tea & Industries Limited
NSE,KANORICHEM,86400,4000,Kanoria Chemicals & Industries Limited
NSE,KSBPUMPS,86400,4000,KSB Pumps Limited
NSE,LYKALABS,86400,4000,Lyka Labs Limited
NSE,MAHSCOOTER,86400,4000,Maharashtra Scooters Limited
NSE,MARALOVER,86400,4000,Maral Overseas Limited
NSE,PENINLAND,86400,4000,Peninsula Land Limited
NSE,CIPLA,86400,4000,Cipla Limited
NSE,DSKULKARNI,86400,4000,DS Kulkarni Developers Limited
NSE,EIHOTEL,86400,4000,EIH Limited
NSE,FEDERALBNK,86400,4000,The Federal Bank  Limited
NSE,FINPIPE,86400,4000,Finolex Industries Limited
NSE,FMGOETZE,86400,4000,Federal-Mogul Goetze (India) Limited.
NSE,GIPCL,86400,4000,Gujarat Industries Power Company Limited
NSE,HARRMALAYA,86400,4000,Harrisons  Malayalam Limited
NSE,NAVNETEDUL,86400,4000,Navneet Education Limited
NSE,AARTIIND,86400,4000,Aarti Industries Limited
NSE,ABB,86400,4000,ABB India Limited
NSE,ARVIND,86400,4000,Arvind Limited
NSE,BALRAMCHIN,86400,4000,Balrampur Chini Mills Limited
NSE,RELINFRA,86400,4000,Reliance Infrastructure Limited
NSE,SUNPHARMA,86400,4000,Sun Pharmaceutical Industries Limited
NSE,HIMATSEIDE,86400,4000,Himatsingka Seide Limited
NSE,VINDHYATEL,86400,4000,Vindhya Telelinks Limited
NSE,PDUMJEPULP,86400,4000,Pudumjee Pulp & Paper Mills Limited
NSE,IPCALAB,86400,4000,IPCA Laboratories Limited
NSE,INFY,86400,4000,Infosys Limited
NSE,PEL,86400,4000,Piramal Enterprises Limited
NSE,BLUEBLENDS,86400,4000,Blue Blends (I) Limited
NSE,CESC,86400,4000,CESC Limited
